출발ID,출발지명,도착ID,도착지명,도보시간(분),거리(m)
P079,경주 불국사 [유네스코 세계유산],P072,경주 황리단길,,
P079,경주 불국사 [유네스코 세계유산],P073,경주 계림,,
P079,경주 불국사 [유네스코 세계유산],P074,월정교,,
P079,경주 불국사 [유네스코 세계유산],P075,경주읍성,,
P079,경주 불국사 [유네스코 세계유산],P076,경주 첨성대,,
P079,경주 불국사 [유네스코 세계유산],P080,황성공원,,
P079,경주 불국사 [유네스코 세계유산],P081,경주 보문관광단지,,
P079,경주 불국사 [유네스코 세계유산],P082,화랑의 언덕,,
P079,경주 불국사 [유네스코 세계유산],P083,나정고운모래해변,,
P079,경주 불국사 [유네스코 세계유산],P084,보문호,,
P079,경주 불국사 [유네스코 세계유산],P085,감포항,,
P079,경주 불국사 [유네스코 세계유산],P086,국민힐링파크,,
P079,경주 불국사 [유네스코 세계유산],P087,경주 서출지,,
P079,경주 불국사 [유네스코 세계유산],P088,경주엑스포대공원,,
P079,경주 불국사 [유네스코 세계유산],P089,보문정(경주),,
P079,경주 불국사 [유네스코 세계유산],P090,신라왕경숲,,
P079,경주 불국사 [유네스코 세계유산],P091,경주 문무대왕릉,,
P080,황성공원,P001,황리단길(출발지),,
P080,황성공원,P002,금리단길(출발지),,
P080,황성공원,P003,첨성대(출발지),,
P080,황성공원,P004,교촌마을(출발지),,
P080,황성공원,P005,987피자,,
P080,황성공원,P006,료미,,
P080,황성공원,P007,백년손님,,
P080,황성공원,P008,백조식당,,
P080,황성공원,P009,줄리스,,
P080,황성공원,P010,포롱아밀 황남점,,
P080,황성공원,P011,화양연화,,
P080,황성공원,P012,료코,,
P080,황성공원,P013,황남두꺼비식당 황남본점,,
P080,황성공원,P014,피자옥,,
P080,황성공원,P015,범외양간 황리단길본점,,
P080,황성공원,P016,경주황소곱창 황리단길본점,,
P080,황성공원,P017,메종드문,,
P080,황성공원,P018,풍미갈비찜,,
P080,황성공원,P019,황남갈비,,
P080,황성공원,P020,타베르나,,
P080,황성공원,P021,소나무 황리단길본점,,
P080,황성공원,P022,오칼국수,,
P080,황성공원,P023,황남거북이,,
P080,황성공원,P024,그때그소간지,,
P080,황성공원,P025,짚불함박,,
P080,황성공원,P026,향밀,,
P080,황성공원,P027,체크인치즈 황리단길점,,
P080,황성공원,P028,황남역,,
P080,황성공원,P029,황남양옥,,
P080,황성공원,P030,대릉소반,,
P080,황성공원,P031,미포기사식당,,
P080,황성공원,P032,황리화덕가,,
P080,황성공원,P033,향택 경주,,
P080,황성공원,P034,무궁무진,,
P080,황성공원,P035,노키,,
P080,황성공원,P036,마카다,,
P080,황성공원,P037,황리단 치킨,,
P080,황성공원,P038,담요 따뜻한 손길,,
P080,황성공원,P039,스컹크웍스,,
P080,황성공원,P040,굿즈,,
P080,황성공원,P041,샬로우커피 황리단길점,,
P080,황성공원,P042,데어벤치,,
P080,황성공원,P043,스위피,,
P080,황성공원,P044,아르떼,,
P080,황성공원,P045,키도트,,
P080,황성공원,P046,후프후프,,
P080,황성공원,P047,올리브,,
P080,황성공원,P048,양지다방,,
P080,황성공원,P049,미실카페,,
P080,황성공원,P050,햇오프커피,,
P080,황성공원,P051,비화커피,,
P080,황성공원,P052,오버랩,,
P080,황성공원,P053,주돈,,
P080,황성공원,P054,서울뒷고기막창,,
P080,황성공원,P055,옐라,,
P080,황성공원,P056,대호당,,
P080,황성공원,P057,사계돈,,
P080,황성공원,P058,황오바오,,
P080,황성공원,P059,시간의 여백,,
P080,황성공원,P060,리커피하우스,,
P080,황성공원,P061,로라커피,,
P080,황성공원,P062,소담루,,
P080,황성공원,P063,위주,,
P080,황성공원,P064,크루그,,
P080,황성공원,P065,나봉상점 경주점,,
P080,황성공원,P066,연화,,
P080,황성공원,P067,yesterday,,
P080,황성공원,P068,진수성찬,,
P080,황성공원,P069,베이글베이글러,,
P080,황성공원,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P080,황성공원,P071,경주 교촌마을,,
P080,황성공원,P072,경주 황리단길,,
P080,황성공원,P073,경주 계림,,
P080,황성공원,P074,월정교,,
P080,황성공원,P075,경주읍성,,
P080,황성공원,P076,경주 첨성대,,
P080,황성공원,P081,경주 보문관광단지,,
P080,황성공원,P082,화랑의 언덕,,
P080,황성공원,P083,나정고운모래해변,,
P080,황성공원,P084,보문호,,
P080,황성공원,P085,감포항,,
P080,황성공원,P086,국민힐링파크,,
P080,황성공원,P087,경주 서출지,,
P080,황성공원,P088,경주엑스포대공원,,
P080,황성공원,P089,보문정(경주),,
P080,황성공원,P090,신라왕경숲,,
P080,황성공원,P091,경주 문무대왕릉,,
P081,경주 보문관광단지,P001,황리단길(출발지),,
P081,경주 보문관광단지,P002,금리단길(출발지),,
P081,경주 보문관광단지,P003,첨성대(출발지),,
P081,경주 보문관광단지,P004,교촌마을(출발지),,
P081,경주 보문관광단지,P005,987피자,,
P081,경주 보문관광단지,P006,료미,,
P081,경주 보문관광단지,P007,백년손님,,
P081,경주 보문관광단지,P008,백조식당,,
P081,경주 보문관광단지,P009,줄리스,,
P081,경주 보문관광단지,P010,포롱아밀 황남점,,
P081,경주 보문관광단지,P011,화양연화,,
P081,경주 보문관광단지,P012,료코,,
P081,경주 보문관광단지,P013,황남두꺼비식당 황남본점,,
P081,경주 보문관광단지,P014,피자옥,,
P081,경주 보문관광단지,P015,범외양간 황리단길본점,,
P081,경주 보문관광단지,P016,경주황소곱창 황리단길본점,,
P081,경주 보문관광단지,P017,메종드문,,
P081,경주 보문관광단지,P018,풍미갈비찜,,
P081,경주 보문관광단지,P019,황남갈비,,
P081,경주 보문관광단지,P020,타베르나,,
P081,경주 보문관광단지,P021,소나무 황리단길본점,,
P081,경주 보문관광단지,P022,오칼국수,,
P081,경주 보문관광단지,P023,황남거북이,,
P081,경주 보문관광단지,P024,그때그소간지,,
P081,경주 보문관광단지,P025,짚불함박,,
P081,경주 보문관광단지,P026,향밀,,
P081,경주 보문관광단지,P027,체크인치즈 황리단길점,,
P081,경주 보문관광단지,P028,황남역,,
P081,경주 보문관광단지,P029,황남양옥,,
P081,경주 보문관광단지,P030,대릉소반,,
P081,경주 보문관광단지,P031,미포기사식당,,
P081,경주 보문관광단지,P032,황리화덕가,,
P081,경주 보문관광단지,P033,향택 경주,,
P081,경주 보문관광단지,P034,무궁무진,,
P081,경주 보문관광단지,P035,노키,,
P081,경주 보문관광단지,P036,마카다,,
P081,경주 보문관광단지,P037,황리단 치킨,,
P081,경주 보문관광단지,P038,담요 따뜻한 손길,,
P081,경주 보문관광단지,P039,스컹크웍스,,
P081,경주 보문관광단지,P040,굿즈,,
P081,경주 보문관광단지,P041,샬로우커피 황리단길점,,
P081,경주 보문관광단지,P042,데어벤치,,
P081,경주 보문관광단지,P043,스위피,,
P081,경주 보문관광단지,P044,아르떼,,
P081,경주 보문관광단지,P045,키도트,,
P081,경주 보문관광단지,P046,후프후프,,
P081,경주 보문관광단지,P047,올리브,,
P081,경주 보문관광단지,P048,양지다방,,
P081,경주 보문관광단지,P049,미실카페,,
P081,경주 보문관광단지,P050,햇오프커피,,
P081,경주 보문관광단지,P051,비화커피,,
P081,경주 보문관광단지,P052,오버랩,,
P081,경주 보문관광단지,P053,주돈,,
P081,경주 보문관광단지,P054,서울뒷고기막창,,
P081,경주 보문관광단지,P055,옐라,,
P081,경주 보문관광단지,P056,대호당,,
P081,경주 보문관광단지,P057,사계돈,,
P081,경주 보문관광단지,P058,황오바오,,
P081,경주 보문관광단지,P059,시간의 여백,,
P081,경주 보문관광단지,P060,리커피하우스,,
P081,경주 보문관광단지,P061,로라커피,,
P081,경주 보문관광단지,P062,소담루,,
P081,경주 보문관광단지,P063,위주,,
P081,경주 보문관광단지,P064,크루그,,
P081,경주 보문관광단지,P065,나봉상점 경주점,,
P081,경주 보문관광단지,P066,연화,,
P081,경주 보문관광단지,P067,yesterday,,
P081,경주 보문관광단지,P068,진수성찬,,
P081,경주 보문관광단지,P069,베이글베이글러,,
P081,경주 보문관광단지,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P081,경주 보문관광단지,P071,경주 교촌마을,,
P081,경주 보문관광단지,P072,경주 황리단길,,
P081,경주 보문관광단지,P073,경주 계림,,
P081,경주 보문관광단지,P074,월정교,,
P081,경주 보문관광단지,P075,경주읍성,,
P081,경주 보문관광단지,P076,경주 첨성대,,
P081,경주 보문관광단지,P082,화랑의 언덕,,
P081,경주 보문관광단지,P083,나정고운모래해변,,
P081,경주 보문관광단지,P084,보문호,,
P081,경주 보문관광단지,P085,감포항,,
P081,경주 보문관광단지,P086,국민힐링파크,,
P081,경주 보문관광단지,P087,경주 서출지,,
P081,경주 보문관광단지,P088,경주엑스포대공원,,
P081,경주 보문관광단지,P089,보문정(경주),,
P081,경주 보문관광단지,P090,신라왕경숲,,
P081,경주 보문관광단지,P091,경주 문무대왕릉,,
P082,화랑의 언덕,P001,황리단길(출발지),,
P082,화랑의 언덕,P002,금리단길(출발지),,
P082,화랑의 언덕,P003,첨성대(출발지),,
P082,화랑의 언덕,P004,교촌마을(출발지),,
P082,화랑의 언덕,P005,987피자,,
P082,화랑의 언덕,P006,료미,,
P082,화랑의 언덕,P007,백년손님,,
P082,화랑의 언덕,P008,백조식당,,
P082,화랑의 언덕,P009,줄리스,,
P082,화랑의 언덕,P010,포롱아밀 황남점,,
P082,화랑의 언덕,P011,화양연화,,
P082,화랑의 언덕,P012,료코,,
P082,화랑의 언덕,P013,황남두꺼비식당 황남본점,,
P082,화랑의 언덕,P014,피자옥,,
P082,화랑의 언덕,P015,범외양간 황리단길본점,,
P082,화랑의 언덕,P016,경주황소곱창 황리단길본점,,
P082,화랑의 언덕,P017,메종드문,,
P082,화랑의 언덕,P018,풍미갈비찜,,
P082,화랑의 언덕,P019,황남갈비,,
P082,화랑의 언덕,P020,타베르나,,
P082,화랑의 언덕,P021,소나무 황리단길본점,,
P082,화랑의 언덕,P022,오칼국수,,
P082,화랑의 언덕,P023,황남거북이,,
P082,화랑의 언덕,P024,그때그소간지,,
P082,화랑의 언덕,P025,짚불함박,,
P082,화랑의 언덕,P026,향밀,,
P082,화랑의 언덕,P027,체크인치즈 황리단길점,,
P082,화랑의 언덕,P028,황남역,,
P082,화랑의 언덕,P029,황남양옥,,
P082,화랑의 언덕,P030,대릉소반,,
P082,화랑의 언덕,P031,미포기사식당,,
P082,화랑의 언덕,P032,황리화덕가,,
P082,화랑의 언덕,P033,향택 경주,,
P082,화랑의 언덕,P034,무궁무진,,
P082,화랑의 언덕,P035,노키,,
P082,화랑의 언덕,P036,마카다,,
P082,화랑의 언덕,P037,황리단 치킨,,
P082,화랑의 언덕,P038,담요 따뜻한 손길,,
P082,화랑의 언덕,P039,스컹크웍스,,
P082,화랑의 언덕,P040,굿즈,,
P082,화랑의 언덕,P041,샬로우커피 황리단길점,,
P082,화랑의 언덕,P042,데어벤치,,
P082,화랑의 언덕,P043,스위피,,
P082,화랑의 언덕,P044,아르떼,,
P082,화랑의 언덕,P045,키도트,,
P082,화랑의 언덕,P046,후프후프,,
P082,화랑의 언덕,P047,올리브,,
P082,화랑의 언덕,P048,양지다방,,
P082,화랑의 언덕,P049,미실카페,,
P082,화랑의 언덕,P050,햇오프커피,,
P082,화랑의 언덕,P051,비화커피,,
P082,화랑의 언덕,P052,오버랩,,
P082,화랑의 언덕,P053,주돈,,
P082,화랑의 언덕,P054,서울뒷고기막창,,
P082,화랑의 언덕,P055,옐라,,
P082,화랑의 언덕,P056,대호당,,
P082,화랑의 언덕,P057,사계돈,,
P082,화랑의 언덕,P058,황오바오,,
P082,화랑의 언덕,P059,시간의 여백,,
P082,화랑의 언덕,P060,리커피하우스,,
P082,화랑의 언덕,P061,로라커피,,
P082,화랑의 언덕,P062,소담루,,
P082,화랑의 언덕,P063,위주,,
P082,화랑의 언덕,P064,크루그,,
P082,화랑의 언덕,P065,나봉상점 경주점,,
P082,화랑의 언덕,P066,연화,,
P082,화랑의 언덕,P067,yesterday,,
P082,화랑의 언덕,P068,진수성찬,,
P082,화랑의 언덕,P069,베이글베이글러,,
P082,화랑의 언덕,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P082,화랑의 언덕,P071,경주 교촌마을,,
P082,화랑의 언덕,P072,경주 황리단길,,
P082,화랑의 언덕,P073,경주 계림,,
P082,화랑의 언덕,P074,월정교,,
P082,화랑의 언덕,P075,경주읍성,,
P082,화랑의 언덕,P076,경주 첨성대,,
P082,화랑의 언덕,P083,나정고운모래해변,,
P082,화랑의 언덕,P084,보문호,,
P082,화랑의 언덕,P085,감포항,,
P082,화랑의 언덕,P086,국민힐링파크,,
P082,화랑의 언덕,P087,경주 서출지,,
P082,화랑의 언덕,P088,경주엑스포대공원,,
P082,화랑의 언덕,P089,보문정(경주),,
P082,화랑의 언덕,P090,신라왕경숲,,
P082,화랑의 언덕,P091,경주 문무대왕릉,,
P083,나정고운모래해변,P001,황리단길(출발지),,
P083,나정고운모래해변,P002,금리단길(출발지),,
P083,나정고운모래해변,P003,첨성대(출발지),,
P083,나정고운모래해변,P004,교촌마을(출발지),,
P083,나정고운모래해변,P005,987피자,,
P083,나정고운모래해변,P006,료미,,
P083,나정고운모래해변,P007,백년손님,,
P083,나정고운모래해변,P008,백조식당,,
P083,나정고운모래해변,P009,줄리스,,
P083,나정고운모래해변,P010,포롱아밀 황남점,,
P083,나정고운모래해변,P011,화양연화,,
P083,나정고운모래해변,P012,료코,,
P083,나정고운모래해변,P013,황남두꺼비식당 황남본점,,
P083,나정고운모래해변,P014,피자옥,,
P083,나정고운모래해변,P015,범외양간 황리단길본점,,
P083,나정고운모래해변,P016,경주황소곱창 황리단길본점,,
P083,나정고운모래해변,P017,메종드문,,
P083,나정고운모래해변,P018,풍미갈비찜,,
P083,나정고운모래해변,P019,황남갈비,,
P083,나정고운모래해변,P020,타베르나,,
P083,나정고운모래해변,P021,소나무 황리단길본점,,
P083,나정고운모래해변,P022,오칼국수,,
P083,나정고운모래해변,P023,황남거북이,,
P083,나정고운모래해변,P024,그때그소간지,,
P083,나정고운모래해변,P025,짚불함박,,
P083,나정고운모래해변,P026,향밀,,
P083,나정고운모래해변,P027,체크인치즈 황리단길점,,
P083,나정고운모래해변,P028,황남역,,
P083,나정고운모래해변,P029,황남양옥,,
P083,나정고운모래해변,P030,대릉소반,,
P083,나정고운모래해변,P031,미포기사식당,,
P083,나정고운모래해변,P032,황리화덕가,,
P083,나정고운모래해변,P033,향택 경주,,
P083,나정고운모래해변,P034,무궁무진,,
P083,나정고운모래해변,P035,노키,,
P083,나정고운모래해변,P036,마카다,,
P083,나정고운모래해변,P037,황리단 치킨,,
P083,나정고운모래해변,P038,담요 따뜻한 손길,,
P083,나정고운모래해변,P039,스컹크웍스,,
P083,나정고운모래해변,P040,굿즈,,
P083,나정고운모래해변,P041,샬로우커피 황리단길점,,
P083,나정고운모래해변,P042,데어벤치,,
P083,나정고운모래해변,P043,스위피,,
P083,나정고운모래해변,P044,아르떼,,
P083,나정고운모래해변,P045,키도트,,
P083,나정고운모래해변,P046,후프후프,,
P083,나정고운모래해변,P047,올리브,,
P083,나정고운모래해변,P048,양지다방,,
P083,나정고운모래해변,P049,미실카페,,
P083,나정고운모래해변,P050,햇오프커피,,
P083,나정고운모래해변,P051,비화커피,,
P083,나정고운모래해변,P052,오버랩,,
P083,나정고운모래해변,P053,주돈,,
P083,나정고운모래해변,P054,서울뒷고기막창,,
P083,나정고운모래해변,P055,옐라,,
P083,나정고운모래해변,P056,대호당,,
P083,나정고운모래해변,P057,사계돈,,
P083,나정고운모래해변,P058,황오바오,,
P083,나정고운모래해변,P059,시간의 여백,,
P083,나정고운모래해변,P060,리커피하우스,,
P083,나정고운모래해변,P061,로라커피,,
P083,나정고운모래해변,P062,소담루,,
P083,나정고운모래해변,P063,위주,,
P083,나정고운모래해변,P064,크루그,,
P083,나정고운모래해변,P065,나봉상점 경주점,,
P083,나정고운모래해변,P066,연화,,
P083,나정고운모래해변,P067,yesterday,,
P083,나정고운모래해변,P068,진수성찬,,
P083,나정고운모래해변,P069,베이글베이글러,,
P083,나정고운모래해변,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P083,나정고운모래해변,P071,경주 교촌마을,,
P083,나정고운모래해변,P072,경주 황리단길,,
P083,나정고운모래해변,P073,경주 계림,,
P083,나정고운모래해변,P074,월정교,,
P083,나정고운모래해변,P075,경주읍성,,
P083,나정고운모래해변,P076,경주 첨성대,,
P083,나정고운모래해변,P084,보문호,,
P083,나정고운모래해변,P085,감포항,,
P083,나정고운모래해변,P086,국민힐링파크,,
P083,나정고운모래해변,P087,경주 서출지,,
P083,나정고운모래해변,P088,경주엑스포대공원,,
P083,나정고운모래해변,P089,보문정(경주),,
P083,나정고운모래해변,P090,신라왕경숲,,
P083,나정고운모래해변,P091,경주 문무대왕릉,,
P084,보문호,P001,황리단길(출발지),,
P084,보문호,P002,금리단길(출발지),,
P084,보문호,P003,첨성대(출발지),,
P084,보문호,P004,교촌마을(출발지),,
P084,보문호,P005,987피자,,
P084,보문호,P006,료미,,
P084,보문호,P007,백년손님,,
P084,보문호,P008,백조식당,,
P084,보문호,P009,줄리스,,
P084,보문호,P010,포롱아밀 황남점,,
P084,보문호,P011,화양연화,,
P084,보문호,P012,료코,,
P084,보문호,P013,황남두꺼비식당 황남본점,,
P084,보문호,P014,피자옥,,
P084,보문호,P015,범외양간 황리단길본점,,
P084,보문호,P016,경주황소곱창 황리단길본점,,
P084,보문호,P017,메종드문,,
P084,보문호,P018,풍미갈비찜,,
P084,보문호,P019,황남갈비,,
P084,보문호,P020,타베르나,,
P084,보문호,P021,소나무 황리단길본점,,
P084,보문호,P022,오칼국수,,
P084,보문호,P023,황남거북이,,
P084,보문호,P024,그때그소간지,,
P084,보문호,P025,짚불함박,,
P084,보문호,P026,향밀,,
P084,보문호,P027,체크인치즈 황리단길점,,
P084,보문호,P028,황남역,,
P084,보문호,P029,황남양옥,,
P084,보문호,P030,대릉소반,,
P084,보문호,P031,미포기사식당,,
P084,보문호,P032,황리화덕가,,
P084,보문호,P033,향택 경주,,
P084,보문호,P034,무궁무진,,
P084,보문호,P035,노키,,
P084,보문호,P036,마카다,,
P084,보문호,P037,황리단 치킨,,
P084,보문호,P038,담요 따뜻한 손길,,
P084,보문호,P039,스컹크웍스,,
P084,보문호,P040,굿즈,,
P084,보문호,P041,샬로우커피 황리단길점,,
P084,보문호,P042,데어벤치,,
P084,보문호,P043,스위피,,
P084,보문호,P044,아르떼,,
P084,보문호,P045,키도트,,
P084,보문호,P046,후프후프,,
P084,보문호,P047,올리브,,
P084,보문호,P048,양지다방,,
P084,보문호,P049,미실카페,,
P084,보문호,P050,햇오프커피,,
P084,보문호,P051,비화커피,,
P084,보문호,P052,오버랩,,
P084,보문호,P053,주돈,,
P084,보문호,P054,서울뒷고기막창,,
P084,보문호,P055,옐라,,
P084,보문호,P056,대호당,,
P084,보문호,P057,사계돈,,
P084,보문호,P058,황오바오,,
P084,보문호,P059,시간의 여백,,
P084,보문호,P060,리커피하우스,,
P084,보문호,P061,로라커피,,
P084,보문호,P062,소담루,,
P084,보문호,P063,위주,,
P084,보문호,P064,크루그,,
P084,보문호,P065,나봉상점 경주점,,
P084,보문호,P066,연화,,
P084,보문호,P067,yesterday,,
P084,보문호,P068,진수성찬,,
P084,보문호,P069,베이글베이글러,,
P084,보문호,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P084,보문호,P071,경주 교촌마을,,
P084,보문호,P072,경주 황리단길,,
P084,보문호,P073,경주 계림,,
P084,보문호,P074,월정교,,
P084,보문호,P075,경주읍성,,
P084,보문호,P076,경주 첨성대,,
P084,보문호,P085,감포항,,
P084,보문호,P086,국민힐링파크,,
P084,보문호,P087,경주 서출지,,
P084,보문호,P088,경주엑스포대공원,,
P084,보문호,P089,보문정(경주),,
P084,보문호,P090,신라왕경숲,,
P084,보문호,P091,경주 문무대왕릉,,
P085,감포항,P001,황리단길(출발지),,
P085,감포항,P002,금리단길(출발지),,
P085,감포항,P003,첨성대(출발지),,
P085,감포항,P004,교촌마을(출발지),,
P085,감포항,P005,987피자,,
P085,감포항,P006,료미,,
P085,감포항,P007,백년손님,,
P085,감포항,P008,백조식당,,
P085,감포항,P009,줄리스,,
P085,감포항,P010,포롱아밀 황남점,,
P085,감포항,P011,화양연화,,
P085,감포항,P012,료코,,
P085,감포항,P013,황남두꺼비식당 황남본점,,
P085,감포항,P014,피자옥,,
P085,감포항,P015,범외양간 황리단길본점,,
P085,감포항,P016,경주황소곱창 황리단길본점,,
P085,감포항,P017,메종드문,,
P085,감포항,P018,풍미갈비찜,,
P085,감포항,P019,황남갈비,,
P085,감포항,P020,타베르나,,
P085,감포항,P021,소나무 황리단길본점,,
P085,감포항,P022,오칼국수,,
P085,감포항,P023,황남거북이,,
P085,감포항,P024,그때그소간지,,
P085,감포항,P025,짚불함박,,
P085,감포항,P026,향밀,,
P085,감포항,P027,체크인치즈 황리단길점,,
P085,감포항,P028,황남역,,
P085,감포항,P029,황남양옥,,
P085,감포항,P030,대릉소반,,
P085,감포항,P031,미포기사식당,,
P085,감포항,P032,황리화덕가,,
P085,감포항,P033,향택 경주,,
P085,감포항,P034,무궁무진,,
P085,감포항,P035,노키,,
P085,감포항,P036,마카다,,
P085,감포항,P037,황리단 치킨,,
P085,감포항,P038,담요 따뜻한 손길,,
P085,감포항,P039,스컹크웍스,,
P085,감포항,P040,굿즈,,
P085,감포항,P041,샬로우커피 황리단길점,,
P085,감포항,P042,데어벤치,,
P085,감포항,P043,스위피,,
P085,감포항,P044,아르떼,,
P085,감포항,P045,키도트,,
P085,감포항,P046,후프후프,,
P085,감포항,P047,올리브,,
P085,감포항,P048,양지다방,,
P085,감포항,P049,미실카페,,
P085,감포항,P050,햇오프커피,,
P085,감포항,P051,비화커피,,
P085,감포항,P052,오버랩,,
P085,감포항,P053,주돈,,
P085,감포항,P054,서울뒷고기막창,,
P085,감포항,P055,옐라,,
P085,감포항,P056,대호당,,
P085,감포항,P057,사계돈,,
P085,감포항,P058,황오바오,,
P085,감포항,P059,시간의 여백,,
P085,감포항,P060,리커피하우스,,
P085,감포항,P061,로라커피,,
P085,감포항,P062,소담루,,
P085,감포항,P063,위주,,
P085,감포항,P064,크루그,,
P085,감포항,P065,나봉상점 경주점,,
P085,감포항,P066,연화,,
P085,감포항,P067,yesterday,,
P085,감포항,P068,진수성찬,,
P085,감포항,P069,베이글베이글러,,
P085,감포항,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P085,감포항,P071,경주 교촌마을,,
P085,감포항,P072,경주 황리단길,,
P085,감포항,P073,경주 계림,,
P085,감포항,P074,월정교,,
P085,감포항,P075,경주읍성,,
P085,감포항,P076,경주 첨성대,,
P085,감포항,P086,국민힐링파크,,
P085,감포항,P087,경주 서출지,,
P085,감포항,P088,경주엑스포대공원,,
P085,감포항,P089,보문정(경주),,
P085,감포항,P090,신라왕경숲,,
P085,감포항,P091,경주 문무대왕릉,,
P086,국민힐링파크,P001,황리단길(출발지),,
P086,국민힐링파크,P002,금리단길(출발지),,
P086,국민힐링파크,P003,첨성대(출발지),,
P086,국민힐링파크,P004,교촌마을(출발지),,
P086,국민힐링파크,P005,987피자,,
P086,국민힐링파크,P006,료미,,
P086,국민힐링파크,P007,백년손님,,
P086,국민힐링파크,P008,백조식당,,
P086,국민힐링파크,P009,줄리스,,
P086,국민힐링파크,P010,포롱아밀 황남점,,
P086,국민힐링파크,P011,화양연화,,
P086,국민힐링파크,P012,료코,,
P086,국민힐링파크,P013,황남두꺼비식당 황남본점,,
P086,국민힐링파크,P014,피자옥,,
P086,국민힐링파크,P015,범외양간 황리단길본점,,
P086,국민힐링파크,P016,경주황소곱창 황리단길본점,,
P086,국민힐링파크,P017,메종드문,,
P086,국민힐링파크,P018,풍미갈비찜,,
P086,국민힐링파크,P019,황남갈비,,
P086,국민힐링파크,P020,타베르나,,
P086,국민힐링파크,P021,소나무 황리단길본점,,
P086,국민힐링파크,P022,오칼국수,,
P086,국민힐링파크,P023,황남거북이,,
P086,국민힐링파크,P024,그때그소간지,,
P086,국민힐링파크,P025,짚불함박,,
P086,국민힐링파크,P026,향밀,,
P086,국민힐링파크,P027,체크인치즈 황리단길점,,
P086,국민힐링파크,P028,황남역,,
P086,국민힐링파크,P029,황남양옥,,
P086,국민힐링파크,P030,대릉소반,,
P086,국민힐링파크,P031,미포기사식당,,
P086,국민힐링파크,P032,황리화덕가,,
P086,국민힐링파크,P033,향택 경주,,
P086,국민힐링파크,P034,무궁무진,,
P086,국민힐링파크,P035,노키,,
P086,국민힐링파크,P036,마카다,,
P086,국민힐링파크,P037,황리단 치킨,,
P086,국민힐링파크,P038,담요 따뜻한 손길,,
P086,국민힐링파크,P039,스컹크웍스,,
P086,국민힐링파크,P040,굿즈,,
P086,국민힐링파크,P041,샬로우커피 황리단길점,,
P086,국민힐링파크,P042,데어벤치,,
P086,국민힐링파크,P043,스위피,,
P086,국민힐링파크,P044,아르떼,,
P086,국민힐링파크,P045,키도트,,
P086,국민힐링파크,P046,후프후프,,
P086,국민힐링파크,P047,올리브,,
P086,국민힐링파크,P048,양지다방,,
P086,국민힐링파크,P049,미실카페,,
P086,국민힐링파크,P050,햇오프커피,,
P086,국민힐링파크,P051,비화커피,,
P086,국민힐링파크,P052,오버랩,,
P086,국민힐링파크,P053,주돈,,
P086,국민힐링파크,P054,서울뒷고기막창,,
P086,국민힐링파크,P055,옐라,,
P086,국민힐링파크,P056,대호당,,
P086,국민힐링파크,P057,사계돈,,
P086,국민힐링파크,P058,황오바오,,
P086,국민힐링파크,P059,시간의 여백,,
P086,국민힐링파크,P060,리커피하우스,,
P086,국민힐링파크,P061,로라커피,,
P086,국민힐링파크,P062,소담루,,
P086,국민힐링파크,P063,위주,,
P086,국민힐링파크,P064,크루그,,
P086,국민힐링파크,P065,나봉상점 경주점,,
P086,국민힐링파크,P066,연화,,
P086,국민힐링파크,P067,yesterday,,
P086,국민힐링파크,P068,진수성찬,,
P086,국민힐링파크,P069,베이글베이글러,,
P086,국민힐링파크,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P086,국민힐링파크,P071,경주 교촌마을,,
P086,국민힐링파크,P072,경주 황리단길,,
P086,국민힐링파크,P073,경주 계림,,
P086,국민힐링파크,P074,월정교,,
P086,국민힐링파크,P075,경주읍성,,
P086,국민힐링파크,P076,경주 첨성대,,
P086,국민힐링파크,P087,경주 서출지,,
P086,국민힐링파크,P088,경주엑스포대공원,,
P086,국민힐링파크,P089,보문정(경주),,
P086,국민힐링파크,P090,신라왕경숲,,
P086,국민힐링파크,P091,경주 문무대왕릉,,
P087,경주 서출지,P001,황리단길(출발지),,
P087,경주 서출지,P002,금리단길(출발지),,
P087,경주 서출지,P003,첨성대(출발지),,
P087,경주 서출지,P004,교촌마을(출발지),,
P087,경주 서출지,P005,987피자,,
P087,경주 서출지,P006,료미,,
P087,경주 서출지,P007,백년손님,,
P087,경주 서출지,P008,백조식당,,
P087,경주 서출지,P009,줄리스,,
P087,경주 서출지,P010,포롱아밀 황남점,,
P087,경주 서출지,P011,화양연화,,
P087,경주 서출지,P012,료코,,
P087,경주 서출지,P013,황남두꺼비식당 황남본점,,
P087,경주 서출지,P014,피자옥,,
P087,경주 서출지,P015,범외양간 황리단길본점,,
P087,경주 서출지,P016,경주황소곱창 황리단길본점,,
P087,경주 서출지,P017,메종드문,,
P087,경주 서출지,P018,풍미갈비찜,,
P087,경주 서출지,P019,황남갈비,,
P087,경주 서출지,P020,타베르나,,
P087,경주 서출지,P021,소나무 황리단길본점,,
P087,경주 서출지,P022,오칼국수,,
P087,경주 서출지,P023,황남거북이,,
